top1,top2,top3,label
0.9974863529205322,0.0009263652027584612,0.0007548200665041804,1.0
0.999752938747406,0.0001010751657304354,5.0133374315919355e-05,1.0
0.9986653327941895,0.0011439832160249352,7.431315316352993e-05,1.0
0.8656448721885681,0.11170192807912827,0.01428819540888071,1.0
0.997129499912262,0.0009396748500876129,0.0004893402801826596,1.0
0.9972551465034485,0.0019309656927362084,0.0006628705305047333,1.0
0.9936198592185974,0.004011318553239107,0.0016784084727987647,1.0
0.6075390577316284,0.17868506908416748,0.17516541481018066,1.0
0.9952561259269714,0.001695700571872294,0.0011227200739085674,1.0
0.999403715133667,0.00037388011696748435,9.922297613229603e-05,1.0
0.9996179342269897,0.000275340280495584,3.0552633688785136e-05,1.0
0.9922769069671631,0.0031917912419885397,0.0017536379164084792,1.0
0.9964929223060608,0.0031004950869828463,0.00019876376609317958,1.0
0.9972876310348511,0.00120852782856673,0.001090346835553646,1.0
0.9989978671073914,0.0003711360623128712,0.00023839953064452857,1.0
0.9993659853935242,0.00030615931609645486,0.00019211124163120985,1.0
0.8911092281341553,0.06171051040291786,0.04101637005805969,1.0
0.9983117580413818,0.0008089506300166249,0.000296212820103392,1.0
0.8061468601226807,0.11834234744310379,0.045675769448280334,1.0
0.9995753169059753,0.00018975080456584692,0.00017105633742175996,1.0
0.9702364206314087,0.02215171419084072,0.006119186524301767,1.0
0.9991119503974915,0.00034050611429847777,0.0002609319635666907,1.0
0.9937362670898438,0.005065140780061483,0.0004582126275636256,1.0
0.9995951056480408,0.0001795179705368355,7.706619362579659e-05,1.0
0.6293107867240906,0.13384635746479034,0.1198265329003334,1.0
0.9984446167945862,0.00034823158057406545,0.0003191873256582767,1.0
0.9995064735412598,0.00013704629964195192,0.00010753686365205795,1.0
0.9852867126464844,0.00631838571280241,0.005434636492282152,1.0
0.9973805546760559,0.0016455641016364098,0.00031441680039279163,1.0
0.9916029572486877,0.00369238737039268,0.0030674058943986893,1.0
0.999796450138092,7.066370017128065e-05,6.2856066506356e-05,1.0
0.9993033409118652,0.0005307237152010202,6.860549910925329e-05,1.0
