top1,top2,top3,label
3.458370563981165e-05,7.700731821829475e-05,0.999758997097041,1
0.0013411554934158283,0.0014217880476564528,0.9926727531150863,1
0.00023362652798826998,0.00027469165776533425,0.9991175715525019,1
2.619238002567659e-05,3.419852657556528e-05,0.9998857356096974,1
0.0003151038884633909,0.00045256280704596933,0.9987748506168265,1
6.34847905739717e-05,0.00010709431333651948,0.9996871714347039,1
0.00022481148044766903,0.00028341439698783996,0.9994096432005345,1
0.0012707826328069848,0.006033347871880096,0.9898883349788302,1
8.682746405105262e-05,0.00016964700404608623,0.9995467404899943,1
0.00023396213885633674,0.0002822448236257898,0.9991663088677698,1
0.0016338304473204391,0.012954199640788422,0.9812775155846452,1
0.0011842769079180124,0.0012448879405850906,0.9955976999938375,1
0.00021383604038765483,0.00031088343097883164,0.998898567984139,1
0.0022461721184411764,0.0026474323131472407,0.989159139537305,1
0.00044540688529302056,0.001065584663533422,0.9976527094933154,1
0.00016946716314911886,0.00017676766793770597,0.999269727644965,1
0.00014832005289369812,0.00045685143822958525,0.998827990114262,1
0.0011176091129642912,0.0012949743045619652,0.9958081159445398,1
0.0005661705513539512,0.0007357469356780538,0.9984336959155009,1
0.00018381156570457575,0.00028989552761119836,0.999441868043646,1
8.513635999883512e-05,8.997716708781586e-05,0.9996287225743207,1
0.00025585286889092117,0.0003049393104295777,0.9990077723665225,1
0.0003382935688703586,0.0006454691028725256,0.9981525092200455,1
0.0006202077737623686,0.0015088694368743,0.996743420014536,1
0.00023396261013899767,0.00028224120880814777,0.9991663195153826,1
0.00011069175602772133,0.0001167907019025397,0.9995410518389667,1
0.0001508895533215059,0.00018855143599155662,0.9993345560640786,1
0.002972660756925957,0.016207201655680886,0.9718706473428333,1
4.336928715181391e-05,9.08673902822789e-05,0.999757318426122,1
0.00021013975050677766,0.0002825003951509919,0.9988095537516495,1
0.00043951978771319874,0.0005108779245707632,0.9983320498120236,1
0.00037586202390594507,0.0005461513137975975,0.9984459416508827,1
0.0001293975681253146,0.00020295669207126053,0.9996167505950089,1
0.0004975977410009747,0.0007332682323157493,0.9979862496537698,1
0.0008420432988516449,0.0015607496936113428,0.9955324073765838,1
0.0005169295246846525,0.0010485367969825096,0.9968766047603538,1
0.0006015020263090585,0.0006115305158692211,0.9978333695444397,1
0.0003834170171838822,0.00043166383796258766,0.9985226716756425,1
0.00033753665010880526,0.0006427345583060335,0.9981589432665783,1
0.00029749902191988204,0.00032460648336691503,0.9988072043260644,1
3.539497427450208e-05,7.535005027802372e-05,0.9998018819176169,1
0.0002815912229848812,0.0005852850772117255,0.9983698347879953,1
0.00022257261981765338,0.00033571916542687397,0.9988455381936296,1
0.0004401003641266926,0.001357661898319882,0.9970647875197589,1
0.00028086826479114445,0.000340098863608789,0.9989929896798007,1
0.0005127210093375392,0.0009200984913091124,0.9983542463822503,1
0.00013464712528773258,0.00015120893868824018,0.999447303634321,1
9.79598473023733e-05,0.00010365225529758418,0.9995631879064572,1
0.0003314114214182286,0.000521944578568208,0.9985814813516499,1
0.00038508357656779615,0.00038592703638785166,0.9987663536460635,1
0.0002453852081744016,0.0002865815442363566,0.9990841374540164,1
0.00035793763357350487,0.0006920874352513433,0.9980269452696676,1
0.00011069232793978505,0.00011679129812244292,0.9995410489413977,1
0.00031793344218132206,0.00044811913751258007,0.998778847830337,1
0.00014500565762918022,0.0001624659918466281,0.9993859632284422,1
0.00022938761364140394,0.0002701270767621548,0.9991338747504592,1
8.983472590221602e-05,9.14019435129507e-05,0.999642888764494,1
0.0003287086124951733,0.000418332442234048,0.998581654025834,1
0.001605772470200708,0.0016223558699837344,0.9945607694411533,1
0.00015061290079382208,0.00018524398675000254,0.999295546928932,1
3.678379840040699e-05,5.763532491092956e-05,0.9998224162543963,1
0.00026010997768274787,0.0003021737378154315,0.9990060125941577,1
0.0002720488364879251,0.00032477527678411805,0.999000551744799,1
0.00012939759551242765,0.00020295677138673418,0.999616750488682,1
0.0012219215272968945,0.0025761945907525445,0.9912638730254003,1
0.00011254339693450147,0.00011699696460844268,0.9995365222023944,1
3.816074974613296e-05,8.317278454496945e-05,0.9997318048914139,1
0.00022750171368191325,0.00026805132268851897,0.9991414006163375,1
0.0020301698267698484,0.002197260493814084,0.9925646024968249,1
0.0004271547241482338,0.0005588109829027296,0.9984220496527642,1
0.00025416414997676926,0.00029707546513540854,0.9990311329706261,1
0.00011069517458454423,0.00011680039955578496,0.9995410181664401,1
8.514694688427605e-05,8.997797046694305e-05,0.9996287022748064,1
0.0002554242788370595,0.0002743351774689274,0.998602573794986,1
0.00023197992828605837,0.00026511412377215967,0.9990931338945855,1
4.4173988901087976e-05,9.562291743938118e-05,0.9997493576922792,1
0.00019781382588671606,0.00029522700083667455,0.9990295646183281,1
0.00011988589677954093,0.00032383983890256593,0.999326668300643,1
0.00043917587924823876,0.0008004460616935009,0.997484049286112,1
0.0003374879252479498,0.0006430016194568685,0.998158783270939,1
0.0002483592140841996,0.0003034244471476503,0.9990195969370477,1
0.00047680609634289734,0.001406273968892019,0.9971012484075933,1
8.218901426916291e-05,0.00037278214873598517,0.9993541304229934,1
8.513959693850275e-05,8.997897038047987e-05,0.999628711513517,1
0.0006745353140673694,0.0015658066437515843,0.9956325393054677,1
0.0002690572416871612,0.00038535205896196345,0.9989739360788702,1
0.0002774121318630861,0.00033034098228066955,0.9989962212307579,1
0.0006185253362099799,0.000765306661110263,0.996665634635288,1
1.7096586680459087e-05,2.7418999447572535e-05,0.999913565459591,1
0.00530049991344631,0.04730222866258532,0.939290222781011,1
0.0005265822772004187,0.001124933412495552,0.9973932895400669,1
0.00023112957049465285,0.00027200950855621524,0.9991267195364193,1
