epoch,training_loss
1,0.6779594238923521
2,0.673947059378332
3,0.6711789600703181
4,0.6679997620533924
5,0.6651489266327449
6,0.6611057395229534
7,0.6620293448165971
8,0.6569315775924799
9,0.6562001738621264
10,0.6525309882601913
11,0.6492749254922477
12,0.6451023421725448
13,0.6455805508457885
14,0.6429658723728997
15,0.6392152236432446
16,0.6371853908105772
17,0.634566663175213
18,0.6291700829656757
19,0.6278652281177287
20,0.6259331821787114
21,0.6238733341499251
22,0.6180030256509781
23,0.6208238477001384
24,0.6152345605042516
25,0.6096590517126784
26,0.6098278791320567
27,0.6055092461863343
28,0.6054048516920635
29,0.6000707952343688
30,0.5976314155422912
31,0.5942665609169979
32,0.5913931833846229
33,0.5894131678707746
34,0.5904082026408644
35,0.5881910430533546
36,0.5806843738774864
37,0.5838598274454778
38,0.5772759333557013
39,0.5741380836282458
40,0.5704318488738975
41,0.5698822411347408
42,0.5658975064146275
43,0.5623459022264091
44,0.5595049931078541
45,0.5583915004924852
46,0.5564145464069989
47,0.5525765452457934
48,0.5525550300977669
49,0.5485852868581305
50,0.5438420866825142
51,0.5409522354602814
52,0.5395007069621768
53,0.5340945541250463
54,0.5325893689783252
55,0.531436067454669
56,0.5295750474443242
57,0.5247865383114133
58,0.5230210110241053
59,0.5234567197609921
60,0.5216594764164516
61,0.5168154184915581
62,0.5084779606181749
63,0.5145242576088224
64,0.5051736865116625
65,0.5070732962720248
66,0.5026806188481194
67,0.498639066000374
68,0.49869722857767224
69,0.4982573250118567
70,0.4946721153599875
71,0.4925279574734824
72,0.48655678483904624
73,0.48337920405426804
74,0.4826850863743801
75,0.4823901881368793
76,0.48036762676676925
77,0.47516569039043116
78,0.47393756496663
79,0.47176034596501565
80,0.4644924177198994
81,0.46826925448008944
82,0.4626808206037599
83,0.4590372972342433
84,0.45555465896518865
85,0.4545641790847389
86,0.4544878738875292
87,0.44980078388233574
88,0.4474330568800167
89,0.4449298865332895
90,0.44642097244457324
91,0.44528322925373
92,0.4363609795667687
93,0.43695109960984213
94,0.4339559014354433
95,0.4346319303220632
96,0.43150344673468144
97,0.4281016305393102
98,0.42483180791747815
99,0.4223276981893851
100,0.42742625943252016
